artwork_id,artwork_title,artwork_author,artwork_locale,artwork_link,artwork_price,artwork_description
89df56e9f5934932a7a8dad5d91d4073,"Marcel Proust, Le Cote De Guermantes",Denise A. Aubertin,1989,https://www.artsy.net/artwork/denise-a-aubertin-marcel-proust-le-cote-de-guermantes,"US$1,250",
c2b8d9c3ea1c452c82f349b890efc187,"William Burroughs, La Machine Molle",Denise A. Aubertin,1980,https://www.artsy.net/artwork/denise-a-aubertin-william-burroughs-la-machine-molle,"US$1,250",
96b2a32e9eec44b7ae297a6663043723,Where I Go...What I Sea,Ruth A B Clegg,2021,https://www.artsy.net/artwork/ruth-a-b-clegg-where-i-go-dot-dot-dot-what-i-sea,US$400,"I am thankful that I can create and share art with the world.
The ocean is an exciting place! I found this shell on a beach that I kayaked to in a gale storm. I photographed it and saved the shell in my studio. Sand fell out of it 6 months later, a gift from the Edgartown Beach that I paddled to in a storm. The sand and seaweed background is from the beach at Block Island that I walk on many times in the summer. I reach these fabulous places by my way of my boat Reveille.
Read less"
61a165fc4dd641af9c0e9887fc8386cd,Lily Pad in the Grasses,Ruth A B Clegg,2014,https://www.artsy.net/artwork/ruth-a-b-clegg-lily-pad-in-the-grasses,US$800,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water, and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
8b74a81fc5cb4b87ac982b76acc37a0f,Dancing Colors,Ruth A B Clegg,2021,https://www.artsy.net/artwork/ruth-a-b-clegg-dancing-colors,US$300,"I'm thankful that I'm able to make art and share it with the world!
The ocean is an exciting place! I found this shell on a beach that I kayaked to in a gale storm. I photographed it and saved the shell in my studio. Sand fell out of it 6 months later, a gift from the Edgartown Beach that I paddled to in a storm. The sand and seaweed background is from the beach at Block Island that I walk on many times in the summer. I reach these fabulous places by my way of my boat Reveille.
Read less"
a5f0fc736b9f4db1b74acc3afe6886bb,On the River,Ruth A B Clegg,2021,https://www.artsy.net/artwork/ruth-a-b-clegg-on-the-river-1,US$650,"I am constantly looking at Earth’s beauty many times from my kayak. I carry my camera in a waterproof sack and paddle along rivers, streams, inlets, island harbors and the ocean. This image was taken on a beautiful fall morning. The waters were so quiet and the reflections just magical. It was such a moment, no one to share with but you!
Read less"
040f0ff0798a4a2997cd07cbbda48074,Money Tree,Ruth A B Clegg,2022,https://www.artsy.net/artwork/ruth-a-b-clegg-money-tree,US$575,"An experiment in using unusual materials to create a master plate for printmaking. Ink, hand applied to the plate, knowing that there are different absorption rates for each type of material. Cork sheets, hem tape, string, and cardboard were used to make the plate. The image is of a tree in the park that I frequently walk through.
Read less"
c47b6fa91a8b426aa8fb90c9c83033fb,Spaceship,Ruth A B Clegg,2019,https://www.artsy.net/artwork/ruth-a-b-clegg-spaceship,US$650,
6217d2c1d73041d5b1a3913a687f5089,Rocket Tree,Ruth A B Clegg,2019,https://www.artsy.net/artwork/ruth-a-b-clegg-rocket-tree,US$650,
d7397217bc8244bd96cf79a4272ceedd,Cerulean Waters,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-cerulean-waters,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
722053bedf8c47fb92c580d3ddfb375a,Below the Surface,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-below-the-surface,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
0050304b5b4e49bc8af13e42e3f7fa73,Leaves,Ruth A B Clegg,2022,https://www.artsy.net/artwork/ruth-a-b-clegg-leaves,US$575,
7adcbe51949342c8bbd5e54c7bd43494,Hanging Out,Ruth A B Clegg,2014,https://www.artsy.net/artwork/ruth-a-b-clegg-hanging-out,US$800,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water, and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
8603639b73ae40d6868c18c4212ccf88,Let's Dance,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-lets-dance,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water, and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
abd202caf65a4e2ba0cfd387205a6767,Just Under,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-just-under,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
52eba900ef3f44209103b2245a47fd5f,Aquatic Wonder,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-aquatic-wonder,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
f81eab6245584fe6a27c66dc52928d88,Peaceful Reflections Awarded 3rd Place,Ruth A B Clegg,2021,https://www.artsy.net/artwork/ruth-a-b-clegg-peaceful-reflections-awarded-3rd-place,US$650,"I am constantly looking at Earth’s beauty many times from my kayak. I carry my camera in a waterproof sack and paddle along rivers, streams, inlets, island harbors and the ocean. This image was taken on a beautiful fall morning. The waters were so quiet and the reflections just magical. It was such a moment, no one to share with but you!
Read less"
8bb4888a7d17447e819ffd801e6c68b1,Playful,Ruth A B Clegg,2014,https://www.artsy.net/artwork/ruth-a-b-clegg-playful,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it into the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
7d146bfe83ea443fb97765db73207d69,Pond Carpet,Ruth A B Clegg,2016,https://www.artsy.net/artwork/ruth-a-b-clegg-pond-carpet,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it into the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
34456383df88462e9972171f5b42f359,In the Pond,Ruth A B Clegg,2020,https://www.artsy.net/artwork/ruth-a-b-clegg-in-the-pond,US$450,"I'm thankful that I can create and share art with the world!
One of my interests is focused on plant life in Adirondack Ponds. I also am interested in what happens to paint when it is applied to a non-porous surface, such as acetate. How does the paint move and blend? Will it resemble the water in which the plant lives? This piece was an exploration in both thoughts.
Read less"
0dcea435dbb84a0fb1cea6eb7305e41c,Just Below,Ruth A B Clegg,2013,https://www.artsy.net/artwork/ruth-a-b-clegg-just-below,"US$1,200","During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite
interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
97f0b22e5bb74974914b77fb29b99055,One Red Pad,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-one-red-pad,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
b40697babcca4b038386c5c5a4c21c46,Submerged,Ruth A B Clegg,2015,https://www.artsy.net/artwork/ruth-a-b-clegg-submerged,US$400,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to describe these beautiful situations.
Read less"
630863dc29e24ee8b9fb4b5fab46490b,Disturbance,Ruth A B Clegg,2014,https://www.artsy.net/artwork/ruth-a-b-clegg-disturbance,US$800,"During the summer of 2012 I began experimenting with underwater photography. I found a unique way to protect my camera and submerge it in the water. I wanted to work with natural light and found late daylight was the perfect choice. I also found the aquatic plant life to be quite interesting, especially the need for it to survive in air, water, and soil. I enjoyed the serenity of the quiet waters and also liked what happened with movement. Of course, my dog Jake had to follow me by swimming alongside my kayak and stirring up the water. The action made fantastic images! I am experimenting with both photography, polymer etching and linocut printmaking to
describe these beautiful situations.
Read less"
f561526b99e04caca440c6d4c0f6eac1,The Magic Northwoods,Ruth A B Clegg,2019,https://www.artsy.net/artwork/ruth-a-b-clegg-the-magic-northwoods,US$650,
0b7382b226da4d23af9deb38e1c6c047,Willed and Bequeathed,A. B. Frost,1915,https://www.artsy.net/artwork/a-b-frost-willed-and-bequeathed,"US$5,200","Signed lower right: 'A.B. Frost'. Inscribed in pencil below image: ''As Long as You's / Single Dere's / Hope' - 4 in. vignette / 'Willed and bequeathed to Miss Hallelujah Johnson / all my worldly goods and chattels, and all that pertain thereto.' Scribner's Magazine label affixed verso: 'Frost, A.B. #32569 / Willed and bequeathed to Miss Hallelujah Johnson / 'As Long as Yo's Single Dere's Hope (Una Hunt)' / September, 1915 - Vol. LVIII p. 323.' In fine condition aside from slight surface soiling; on Windsor & Newton watercolor sketching board covered with Whatman's drawing paper, stamped: 'Henry M. Taws, / Artist and Designers / Materials / 920 Arch Street, Phila.' Kennedy Galleries Inc. and Illustration House, Inc. labels on backboard.
Read less"
f9d882da0d53403485e00f6175299dd6,Men Reading the Newspaper,A. B. Frost,1890,https://www.artsy.net/artwork/arthur-burdett-frost-men-reading-the-newspaper,"US$6,500",
95fedec5d97d412bb73e2516d2d46aeb,Christmas in Camp--Tying up the Pudding,A. B. Frost,1885,https://www.artsy.net/artwork/arthur-burdett-frost-christmas-in-camp-tying-up-the-pudding,Permanent collection,
36579d5c758548778282398b70d44697,Waiting by the Hearth,A. B. Frost,1891,https://www.artsy.net/artwork/arthur-burdett-frost-waiting-by-the-hearth,"US$1,200",
bbdcb7fa1a4d4240bb71fc7d21132104,The Itinerant Fiddler,A. B. Frost,1890,https://www.artsy.net/artwork/arthur-burdett-frost-the-itinerant-fiddler,Contact for price,
fa54b966b1384ca9a37324028375adac,Br'er Rabbit,A. B. Frost,1881-1928,https://www.artsy.net/artwork/arthur-burdett-frost-brer-rabbit,Permanent collection,
33d46164266a4914ab5c4d6c20093d8a,The Peg Legged Man,A. B. Frost,The Peg Legged Man,https://www.artsy.net/artwork/arthur-burdett-frost-the-peg-legged-man,"US$1,500",
26ac192a782f4cdeaad4a5f469086341,Workers Loading Freight Train,A. B. Frost,1900,https://www.artsy.net/artwork/arthur-burdett-frost-workers-loading-freight-train,"US$8,500",
f287ce3959234ce2970ea9ab3cbaffac,"Centennial Visitors—A Philadelphia Family. ""Ho-de-do? Come to Stay?""",A. B. Frost,1876,https://www.artsy.net/artwork/arthur-burdett-frost-centennial-visitors-a-philadelphia-family-ho-de-do-come-to-stay,Permanent collection,
855fa766edf4407894f558eb345a7943,BAPE 25 Years Be@rbrick Multi- Color Foil XXV 1000% ( Bearbrick),A Bathing Ape,2021,https://www.artsy.net/artwork/medicom-bape-25-years-be-at-rbrick-multi-color-foil-xxv-1000-percent-bearbrick,"US$6,880",
1d002e7ec08c45e4ad67f210b9af772b,Bearbrick × Bape Shark Hong Kong 15th Anniversary 1000% (Be@rbrick purple camouflage ),A Bathing Ape,2021,https://www.artsy.net/artwork/bape-bearbrick-x-bape-shark-hong-kong-15th-anniversary-1000-percent-be-at-rbrick-purple-camouflage,"US$4,380",
92205075735f49aba5b629a82ea5762f,Wooden Baby Milo,A Bathing Ape,2021,https://www.artsy.net/artwork/toyqube-wooden-baby-milo,"US$4,180",
566f7be1ebc9404eb75cc3f29091e3cb,KAWS x A Bathing Ape Limited Edition pillow,A Bathing Ape,2001,https://www.artsy.net/artwork/kaws-kaws-x-a-bathing-ape-limited-edition-pillow,,"Extremely rare KAWS x A Bathing Ape limited edition pillow with a stamped signature. Produced in collaboration with legendary Japanese street culture brand A Bathing Ape in 2001, very early in KAWS' career. From a small edition of only 100, this screenprint on canvas is listed in his Rizzoli book alongside his other artworks. A combination of the most iconic symbols of the art and streetwear of our time. Would look great inside a clear perspex display case.
Read less"
9aa830f4949146a1a852ff92d3101ce9,BAPE X ROYAL SELANGOR SHARK BE@RBRICK 400% (Gold) (Bearbrick),A Bathing Ape,2023,https://www.artsy.net/artwork/bape-bape-x-royal-selangor-shark-be-at-rbrick-400-percent-gold-bearbrick,"US$4,580",
0ad3ac025b9e480cb105304b074088fa,Be@rbrick x Bape Shark Hong Kong 15th Anniversary 400% + 100% (Bearbrick ),A Bathing Ape,2019,https://www.artsy.net/artwork/bape-be-at-rbrick-x-bape-shark-hong-kong-15th-anniversary-400-percent-plus-100-percent-bearbrick,"US$3,380",
173353c5e5f3468291bfbf4b91c35495,20th Anniversary Beans Bag cushion,A Bathing Ape,2016,https://www.artsy.net/artwork/a-bathing-ape-20th-anniversary-beans-bag-cushion,"US$1,650",
4d19bbfcb38146209debed9d4330efef,ABC pillows case set of 2,A Bathing Ape,2021,https://www.artsy.net/artwork/bape-abc-pillows-case-set-of-2,Sold,
2fe2f91e39644727aea22795e23d23d3,BAPE X ROYAL SELANGOR SHARK BE@RBRICK 400% (Silver) (Bearbrick),A Bathing Ape,2023,https://www.artsy.net/artwork/bape-bape-x-royal-selangor-shark-be-at-rbrick-400-percent-silver-bearbrick,"US$4,380",
79980eba833e4beeab122118076845e6,BAPE X LDG BABY MILO FIGURE,A Bathing Ape,2022,https://www.artsy.net/artwork/louis-de-guzman-bape-x-ldg-baby-milo-figure-1,US$980,
ee47bda49aed439d9f88ade5efa32620,BAPE A Bathing Ape Baby Milo Figurine,A Bathing Ape,2022,https://www.artsy.net/artwork/adam-lister-bape-a-bathing-ape-baby-milo-figurine,"US$1,580",
22a6187ad4f944259c847fc5b38850ae,Tissue box cover,A Bathing Ape,2021,https://www.artsy.net/artwork/bape-tissue-box-cover,Sold,
077067cf11fd45d68af53febf0a7951b,Yellow camo rug Large,A Bathing Ape,2021,https://www.artsy.net/artwork/bape-yellow-camo-rug-large,Sold,
7b08cc1502ef4911a9fa64e5e85ef27a,Untitled,A Bearded Man,2005,https://www.artsy.net/artwork/a-bearded-man-untitled,,
117a5792afe94a86be6249d9a04ab34a,Untitled,A Bearded Man,2005,https://www.artsy.net/artwork/a-bearded-man-untitled-1,,
070ddc9b650940f88f41e1e15f1888e0,Untitled,A Bearded Man,2005,https://www.artsy.net/artwork/a-bearded-man-untitled-2,,
6590158c5fed4867ba1e7c96d0b993c5,Table Lamp,A. Bergström,circa 1950,https://www.artsy.net/artwork/a-bergstrom-table-lamp,,
602cf882e8454faab1a02e017a26625b,4 Animals,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-4-animals,US$600,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organisations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
0a696a5fd58d4c23871dde64f64d3c72,Falling Figure I,Robert A. Birmelin,20th Century,https://www.artsy.net/artwork/robert-a-birmelin-falling-figure-i,US$650,"Born in Newark, New Jersey, Robert Birmelin became a professor of fine arts at Queens College in New York, and is known for paintings that magnify through texture the realism of nature.
He earned his BA in 1956 and his MFA in 1960 from Yale School of Art and Architecture and also studied at Cooper Union and the Skowhegan School of Painting and Sculpture. In 1960, he earned a Fulbright Scholarship, which took him to the Slade School of Art in London.
His work has been acquired by 40 public collections including New York’s Metropolitan Museum of Art and The Museum of Modern Art and Washington’s Hirshorn Museum. Among the various art magazines and journals where articles on Mr. Birmelin’s work have appeared are Art In America, American Artists, and Art Forum. Additionally, he has received numerous grants and awards from such organizations as The American Academy in Rome, The National Endowment for the Arts, The American Institute of Arts and Letters, and the Joan Mitchell Foundation.
From the 1970s to the mid-1990s, Mr. Birmelin found his principal inspiration in the streets of New York where he was fascinated by the energy and diversity of city life. His large paintings evoke movement, using focus and depth manipulations to suggest a close spatial and psychological relationship between the viewer and the world Birmelin has depicted. Hands often play an important role in these works, as exemplified by “The Twenty Dollars Bill.”
From 1993 to 2000, he became absorbed by memory, its unreliability and contradictions. These paintings are of states of mind, structured as a series of “reversible compositions,” which initially present a credible depiction of a place, and then after a moment, reveal insoluble contradictions created by contrasting opposing images of equal visual weight.
A new series of images of the life of the urban crowd was begun in 2001 and continues to the present. Many of these paintings have a sweeping sense of the choreography of masses of people in motion and reflect the tensions of contemporary urban reality.
Selected Grants and Scholarships
1960-61 U.S. Government Grant (Fulbright) for study in the United Kingdom
1961-64 The American Academy in Rome
1955 National Institute of Arts and Letters
1973 Louis Comfort Tiffany Foundation
1976, 1982, 1990 National Endowment for the Arts
2005 The Joan Mitchell Foundation
1980, 1988, 1998, 2006 The New Jersey State Council on the Arts
Selected Public Collections
Boston Museum of Fine Art, Boston, MA
Brooklyn Museum, Brooklyn, NY
Hirschorn Museum, Washington, DC
Hood Art Museum, Dartmouth College, Hanover, NH
Library of Congress, Washington, DC
The Metropolitan Museum, New York, NY
The Museum of the City of New York
The Museum of Contemporary Art, Nagoaka, Japan
The Museum of Modern Art, New York, NY
National Academy of Design, New York, NY
New York Historical Society, New York, NY
New York Public Library, New York, NY
San Francisco Museum of Modern Art, San Francisco, CA
Smithsonian American Art Museum, Washington, DC
Whitney Museum of American Art, New York, NY
Condition: Good
Read less"
